tx_id,tx_time,amount,channel,merchant_category,home_country,merchant_country,is_foreign,high_risk_country,same_country,card_present,hour_of_day,day_of_week,customer_id,merchant_id,customer_age,tenure_months,past_chargebacks,vip_customer,ip_risk_score,device_trust_score,txns_last_24h,amount_last_24h,is_fraud
TXBUDWXIYU28N660,2024-01-24 10:54:23,13.51,pos,travel,DE,FR,1,0,0,1,10,2,C867436,M27900,36,146,0,0,41.0,71.0,0,0.0,0
TXPHPJZR44V2V56S,2024-01-10 07:41:28,28.99,pos,restaurants,NL,FR,1,0,0,1,7,2,C130208,M79787,24,63,0,0,31.0,60.0,0,0.0,0
TX4KF3QIX9RK541D,2024-03-14 00:16:32,62.38,ecommerce,digital_services,DE,US,1,0,0,0,0,3,C734847,M60279,40,8,1,0,39.0,42.0,1,35.49,0
TXKQYLM31ZZBTFKC,2024-03-26 01:36:39,13.18,ecommerce,grocery,ES,CN,1,1,0,0,1,1,C625331,M41112,29,21,0,0,65.0,35.0,1,28.64,0
TXXSLGN4MYJB941Q,2024-02-14 13:31:50,55.39,pos,digital_services,NL,US,1,0,0,1,13,2,C516887,M86036,62,62,0,0,48.0,48.0,0,0.0,0
TXHH9JZ3XEVCSBFF,2024-01-17 01:37:48,75.11,mobile,digital_services,ES,ES,0,0,1,0,1,2,C551461,M79820,83,69,0,0,19.0,53.0,0,0.0,0
TXW71GZU82OJOA1L,2024-02-27 14:19:14,14.39,ecommerce,fuel,UK,FR,1,0,0,0,14,1,C140294,M27732,21,72,0,0,31.0,37.0,0,0.0,0
TXDONELYYLMAHTBM,2024-01-30 00:41:08,124.19,pos,grocery,FR,FR,0,0,1,1,0,1,C935769,M93879,32,155,0,0,33.0,72.0,0,0.0,0
TXR6VSIMBXOIUT9C,2024-03-25 14:00:31,37.74,ecommerce,grocery,ES,US,1,0,0,0,14,0,C329414,M87435,27,126,0,0,30.0,31.0,0,0.0,0
TXOSX39RSWRU9KWS,2024-01-27 11:20:16,42.8,pos,gaming,ES,FR,1,0,0,1,11,5,C366748,M43052,61,21,0,0,47.0,54.0,0,0.0,0
TXS3AHVLGKEP63EY,2024-02-02 00:08:57,14.88,mobile,travel,PL,DE,1,0,0,0,0,4,C162684,M45369,48,39,0,0,45.0,61.0,0,0.0,0
TXSOPZ2X47N4IUWL,2024-02-12 11:43:44,31.52,pos,electronics,NL,NL,0,0,1,1,11,0,C544666,M20859,34,89,1,0,28.0,89.0,0,0.0,0
TXHQCJJAW8VMJSEA,2024-02-04 15:04:16,43.19,pos,gaming,ES,CN,1,1,0,1,15,6,C334226,M97357,61,100,0,0,31.0,64.0,0,0.0,0
TX2YW9GCYOJHAPMH,2024-01-18 18:19:09,32.1,pos,fuel,UK,US,1,0,0,1,18,3,C523395,M64454,71,60,1,1,39.0,58.0,4,47.89,0
TX64WBJSVSFH1SL4,2024-01-19 13:25:56,45.18,pos,digital_services,ES,NL,1,0,0,1,13,4,C638762,M19354,83,92,0,0,27.0,78.0,0,0.0,0
TXMTFUP8I754CDLW,2024-01-17 15:32:13,4.14,ecommerce,grocery,ES,ES,0,0,1,0,15,2,C361895,M18751,52,129,0,0,35.0,54.0,1,0.0,0
TX3FAYQDBR17FESZ,2024-03-24 16:24:46,14.77,mobile,grocery,UK,CN,1,1,0,0,16,6,C260293,M59071,31,71,0,0,43.0,66.0,0,0.0,0
TX96YK7X3RK7PBYB,2024-01-22 10:40:41,22.37,ecommerce,electronics,ES,PL,1,0,0,0,10,0,C906655,M41670,56,139,0,0,27.0,46.0,0,0.0,0
TX834Z6DS1U3KEM4,2024-02-10 07:32:01,10.56,ecommerce,fashion,ES,PL,1,0,0,0,7,5,C140292,M12820,72,55,0,0,31.0,21.0,0,0.0,0
TXOHWSZI9AB9GF56,2024-02-29 08:50:25,37.59,ecommerce,grocery,DE,US,1,0,0,0,8,3,C186826,M56853,48,84,0,0,34.0,21.0,0,0.0,0
TX7FXUG9MZJQT4K8,2024-02-14 21:06:16,55.86,ecommerce,gaming,UK,DE,1,0,0,0,21,2,C773535,M52590,24,173,0,0,48.0,28.0,0,0.0,0
TX6FPU0Y1IXSJ5EP,2024-03-26 20:52:25,20.18,ecommerce,fuel,PL,NL,1,0,0,0,20,1,C636356,M12472,41,54,0,0,30.0,33.0,1,19.8,0
TX5VNUQWKADVFD24,2024-03-23 14:42:42,14.0,ecommerce,grocery,UK,CN,1,1,0,0,14,5,C935701,M36224,52,71,0,0,23.0,25.0,0,0.0,0
TXFD27A1PSM1DRXT,2024-02-19 18:47:31,8.19,pos,fashion,DE,IN,1,0,0,1,18,0,C576844,M27637,50,133,0,0,24.0,63.0,0,0.0,0
TXR1G3D341MHY7YG,2024-02-03 19:58:03,12.93,pos,digital_services,ES,ES,0,0,1,1,19,5,C866176,M90711,82,142,0,0,38.0,74.0,0,0.0,0
TXWUK81BNGBZGDNE,2024-03-06 18:34:58,34.15,mobile,fashion,PL,US,1,0,0,0,18,2,C727949,M46094,22,173,0,0,17.0,57.0,0,0.0,0
TXLUVVAET8QXRY8E,2024-03-02 08:55:50,21.44,pos,restaurants,DE,CN,1,1,0,1,8,5,C353579,M86740,40,139,0,0,30.0,59.0,0,0.0,0
TXTQ4Z101AEUO28D,2024-03-16 10:03:21,16.0,pos,restaurants,ES,NL,1,0,0,1,10,5,C780675,M44067,39,171,0,0,29.0,71.0,2,3.68,0
TXLPJYUDUOK4TRW0,2024-01-20 13:27:48,44.84,ecommerce,digital_services,NL,NG,1,1,0,0,13,5,C685996,M44473,19,1,0,0,33.0,36.0,1,2.71,0
TXIWAVSRJVMLW2BZ,2024-03-19 12:44:36,13.69,mobile,fashion,NL,PL,1,0,0,0,12,1,C708730,M88205,26,143,0,1,32.0,43.0,0,0.0,0
TXOI60I3C3WBYNH3,2024-02-13 15:27:22,34.15,pos,fashion,DE,FR,1,0,0,1,15,1,C447177,M69452,71,157,0,0,31.0,38.0,0,0.0,0
TX6HB3F7NNL2HOVD,2024-03-24 15:45:28,10.73,mobile,restaurants,FR,IN,1,0,0,0,15,6,C141022,M30291,54,98,0,1,28.0,70.0,0,0.0,0
TX8T9LY1E3S2Q9SX,2024-03-20 20:56:50,14.08,pos,fuel,NL,DE,1,0,0,1,20,2,C996191,M60725,81,157,0,0,15.0,70.0,1,34.38,0
TXDPC4LZ633B50BV,2024-03-13 10:30:42,107.68,ecommerce,restaurants,UK,NL,1,0,0,0,10,2,C802392,M93848,67,25,0,0,36.0,40.0,2,22.59,0
TXC5LHO5EQXGKZJM,2024-01-10 13:12:46,14.34,pos,fuel,DE,IN,1,0,0,1,13,2,C191572,M99270,39,158,0,0,11.0,56.0,1,22.29,0
TXV4CRO9ZUDQAI8F,2024-01-18 21:54:15,20.05,ecommerce,travel,PL,DE,1,0,0,0,21,3,C288951,M27019,76,51,0,0,30.0,30.0,0,0.0,0
TXXLKFJJPMCBLENT,2024-03-23 20:28:55,18.55,pos,electronics,PL,FR,1,0,0,1,20,5,C571080,M39904,21,144,0,1,58.0,52.0,1,11.88,0
TXHCQQNF45BQIC95,2024-01-06 01:48:17,19.1,pos,gaming,NL,DE,1,0,0,1,1,5,C221333,M79903,55,94,0,0,26.0,57.0,1,3.21,0
TXOFK9MOVT16ZR6T,2024-02-23 06:22:04,9.22,ecommerce,travel,DE,US,1,0,0,0,6,4,C717171,M51588,36,69,0,0,47.0,42.0,1,8.81,0
TXDOEVESQ7H8HMQG,2024-03-20 08:26:47,17.09,mobile,gaming,PL,ES,1,0,0,0,8,2,C673290,M86131,38,92,0,0,58.0,47.0,2,58.7,0
TX7YM8RIUHG3W4I1,2024-02-17 01:39:52,20.43,ecommerce,fuel,NL,US,1,0,0,0,1,5,C534790,M36221,41,150,0,0,24.0,49.0,1,0.0,0
TXJ1N3FM9CHA643W,2024-01-05 09:53:18,11.24,ecommerce,travel,UK,ES,1,0,0,0,9,4,C204285,M85153,53,78,0,0,38.0,60.0,1,9.57,0
TX5BUPQHM1JRY7TX,2024-02-27 07:07:20,14.88,ecommerce,travel,FR,PL,1,0,0,0,7,1,C999539,M27834,45,143,0,0,11.0,40.0,0,0.0,0
TXMGT8LSXUQTQVBE,2024-01-02 12:07:51,31.12,ecommerce,grocery,ES,FR,1,0,0,0,12,1,C945147,M64415,54,148,0,0,45.0,47.0,0,0.0,0
TXV1B3YH8ABNS7F1,2024-03-17 23:20:28,19.51,ecommerce,fuel,DE,NL,1,0,0,0,23,6,C246780,M63534,56,39,0,0,26.0,30.0,0,0.0,0
TXX2E03DVFDZ60TU,2024-01-03 00:38:14,9.05,pos,restaurants,DE,IN,1,0,0,1,0,2,C256047,M65902,41,49,0,0,36.0,57.0,0,0.0,0
TXS6OOE22DKG5HBN,2024-03-18 06:26:15,67.46,ecommerce,travel,NL,IN,1,0,0,0,6,0,C566932,M65224,51,123,0,0,14.0,23.0,0,0.0,0
TXWX77ARZB03WLK5,2024-02-08 18:30:49,9.64,ecommerce,digital_services,PL,IN,1,0,0,0,18,3,C396335,M65187,32,11,0,1,31.0,48.0,2,20.51,0
TXOMEJ15ETCJJPK1,2024-03-13 05:02:22,18.58,pos,electronics,NL,FR,1,0,0,1,5,2,C597475,M22219,46,52,0,0,14.0,45.0,0,0.0,0
TXZCY5QT5V46V7JL,2024-01-29 03:41:19,7.46,pos,gaming,DE,IN,1,0,0,1,3,0,C839992,M11053,38,20,0,0,23.0,57.0,0,0.0,0
TX7KRSQJ128DD0JC,2024-02-03 14:03:11,83.17,pos,gaming,PL,US,1,0,0,1,14,5,C540934,M39865,38,54,0,0,43.0,61.0,1,39.33,0
TXM2CL1B7UTZSET7,2024-03-02 05:54:41,13.7,pos,restaurants,DE,NL,1,0,0,1,5,5,C728955,M73437,32,42,0,0,37.0,63.0,1,17.57,0
TX9ZPQCBP6H1NFE9,2024-02-07 23:04:05,28.95,pos,digital_services,NL,US,1,0,0,1,23,2,C139426,M41994,36,114,0,0,35.0,50.0,0,0.0,0
TXALXCEJXSR050OY,2024-02-03 11:13:36,21.95,pos,restaurants,PL,DE,1,0,0,1,11,5,C980149,M93402,63,166,0,0,22.0,59.0,0,0.0,0
TXWQH5ICIQ1QJTRU,2024-01-26 23:26:08,12.53,ecommerce,digital_services,FR,US,1,0,0,0,23,4,C381601,M78072,64,17,0,0,46.0,49.0,0,0.0,1
TX6SIER7MVM45HEK,2024-03-15 15:14:52,71.91,pos,fuel,DE,PL,1,0,0,1,15,4,C192498,M11512,76,50,0,0,30.0,52.0,0,0.0,0
TXVMAFPS0I1UVS8E,2024-02-04 16:56:33,38.94,pos,fashion,PL,ES,1,0,0,1,16,6,C789475,M86221,30,121,0,0,27.0,58.0,1,56.57,0
TX6GOFWZRI5Y6IU7,2024-01-13 02:41:52,26.66,pos,fashion,NL,CN,1,1,0,1,2,5,C691138,M46599,20,50,0,0,29.0,57.0,0,0.0,0
TXCDTF6FBB6PICOQ,2024-03-29 03:04:14,16.15,pos,fashion,FR,NL,1,0,0,1,3,4,C476502,M16832,26,63,0,0,36.0,71.0,0,0.0,1
TXHU9T4ZWDU0ETKY,2024-03-20 08:30:05,37.84,pos,fashion,NL,NG,1,1,0,1,8,2,C115148,M99478,24,159,0,0,60.0,64.0,0,0.0,0
TXFFEZ9552796AAQ,2024-03-23 17:47:09,107.45,ecommerce,gaming,PL,DE,1,0,0,0,17,5,C685469,M39058,22,19,0,0,62.0,33.0,0,0.0,0
TXS3CL0VAZOFZ2SI,2024-01-03 16:16:36,18.74,pos,fuel,PL,NL,1,0,0,1,16,2,C605565,M63310,33,151,0,0,51.0,59.0,0,0.0,0
TXL8PB8NNVM8GVBQ,2024-01-29 00:55:59,13.82,ecommerce,travel,NL,FR,1,0,0,0,0,0,C918403,M55020,79,29,0,0,46.0,55.0,0,0.0,0
TXIJMD3KIGYE7Y7W,2024-03-03 17:19:38,36.55,ecommerce,restaurants,FR,UK,1,0,0,0,17,6,C440010,M46691,41,151,0,0,45.0,41.0,0,0.0,0
TXQ3WTIKGPHCFDH9,2024-03-05 19:17:26,22.16,ecommerce,fashion,PL,DE,1,0,0,0,19,1,C658384,M74117,44,153,0,0,36.0,39.0,0,0.0,0
TX051Q8DDNX8R6UQ,2024-01-13 02:45:26,5.79,ecommerce,gaming,NL,NG,1,1,0,0,2,5,C733628,M66689,84,131,0,0,53.0,42.0,6,7.18,0
TXCM09Z1LZFTW3KY,2024-01-03 07:49:26,40.94,pos,gaming,ES,IN,1,0,0,1,7,2,C722672,M87084,55,78,0,0,36.0,59.0,0,0.0,0
TXQSASXLHO7589V1,2024-02-08 02:44:38,34.76,pos,digital_services,PL,ES,1,0,0,1,2,3,C944211,M76185,26,158,0,0,39.0,58.0,0,0.0,0
TXQL51C9J47T1PLD,2024-03-06 03:03:51,12.73,ecommerce,restaurants,DE,ES,1,0,0,0,3,2,C136561,M18368,23,142,0,0,43.0,45.0,0,0.0,0
TX49HJW80MMNZWUV,2024-02-19 05:23:47,22.78,pos,digital_services,NL,CN,1,1,0,1,5,0,C507561,M50327,29,16,0,0,53.0,63.0,3,14.77,0
TX61ISSQ2UK2SLFS,2024-01-20 02:01:29,141.89,ecommerce,fashion,PL,PL,0,0,1,0,2,5,C836885,M62241,71,166,0,0,17.0,61.0,0,0.0,0
TXD39GQ5GRWQTHV0,2024-02-09 16:49:54,5.6,ecommerce,electronics,PL,DE,1,0,0,0,16,4,C161288,M35194,51,116,0,0,44.0,48.0,0,0.0,0
TXWRDP633IUZM0W6,2024-01-06 01:19:38,23.4,mobile,travel,FR,UK,1,0,0,0,1,5,C320932,M87109,52,32,0,0,29.0,55.0,0,0.0,0
TXUEV24S7QY8NDP7,2024-01-30 01:51:37,15.76,pos,fuel,FR,IN,1,0,0,1,1,1,C180056,M87444,68,129,0,0,37.0,68.0,0,0.0,0
TXQYVF4R68LHU6D7,2024-03-05 04:13:25,6.25,pos,travel,PL,CN,1,1,0,1,4,1,C397341,M21276,66,64,0,0,42.0,64.0,0,0.0,0
TXH2OILF9N6CDZWT,2024-02-15 08:38:40,27.59,pos,restaurants,UK,NG,1,1,0,1,8,3,C377810,M98925,69,43,0,0,41.0,65.0,1,18.8,0
TX09LX3QH1OF1PXT,2024-02-08 01:30:46,19.35,pos,electronics,UK,US,1,0,0,1,1,3,C266111,M84270,65,58,0,0,73.0,52.0,1,1.55,0
TXPQFNWOTAXCQFQC,2024-02-12 13:11:19,27.77,pos,electronics,DE,NG,1,1,0,1,13,0,C760802,M48424,76,124,0,0,28.0,67.0,0,0.0,0
TXOSM99D1CNA3TTT,2024-01-08 05:31:05,34.9,pos,grocery,UK,IN,1,0,0,1,5,0,C724677,M68828,78,163,0,0,32.0,59.0,0,0.0,0
TXHLH0H3VMWRK4KE,2024-03-02 21:29:13,34.19,pos,fuel,PL,IN,1,0,0,1,21,5,C359938,M51027,41,169,0,0,23.0,55.0,1,1.92,0
TX0OF2HNQNK4O4RO,2024-02-17 04:41:45,84.03,pos,fashion,UK,IN,1,0,0,1,4,5,C681389,M86708,75,33,0,0,19.0,54.0,0,0.0,0
TXPCJRW3MVV9P9H1,2024-02-20 08:52:13,18.51,mobile,travel,UK,FR,1,0,0,0,8,1,C913410,M84361,32,55,0,0,33.0,61.0,0,0.0,0
TX2JFS68RKTREWHG,2024-01-13 15:50:17,18.54,pos,travel,PL,US,1,0,0,1,15,5,C796783,M13184,58,68,0,0,49.0,64.0,0,0.0,0
TX36ZCK6OS9M7PF8,2024-01-25 12:24:32,14.25,pos,fuel,PL,US,1,0,0,1,12,3,C527597,M41426,37,30,0,0,49.0,54.0,0,0.0,0
TX24NJ2QP8XOQD2P,2024-01-29 12:55:35,19.32,pos,travel,FR,DE,1,0,0,1,12,0,C890572,M34439,20,117,0,0,15.0,57.0,0,0.0,0
TXOM56IT1DLHY4IU,2024-03-21 18:21:43,55.44,pos,fashion,FR,ES,1,0,0,1,18,3,C601323,M32271,60,169,0,0,15.0,53.0,0,0.0,0
TX89HCP06QU3FYNU,2024-03-03 23:25:43,9.0,ecommerce,travel,ES,PL,1,0,0,0,23,6,C729128,M39157,72,146,0,0,43.0,34.0,1,24.67,0
TX4RO0A8UPTLOWPR,2024-02-12 16:38:30,18.68,ecommerce,fuel,NL,IN,1,0,0,0,16,0,C255260,M74102,64,127,0,0,38.0,58.0,0,0.0,0
TXGS65EUO1WQBQNU,2024-01-02 21:16:53,43.64,pos,gaming,ES,US,1,0,0,1,21,1,C519175,M15365,34,53,0,0,43.0,46.0,1,34.82,0
TX2DBDWUSAZVYA2J,2024-01-14 07:07:17,2.53,ecommerce,fashion,UK,CN,1,1,0,0,7,6,C717762,M29770,42,90,0,0,45.0,37.0,0,0.0,0
TXN8UZSRDBU4MUI3,2024-01-15 16:06:33,29.94,pos,grocery,PL,NG,1,1,0,1,16,0,C516954,M16923,25,54,0,0,46.0,67.0,0,0.0,0
TXG9KD046IXM0D92,2024-02-12 00:47:43,38.43,pos,fuel,UK,FR,1,0,0,1,0,0,C430376,M71140,49,13,0,0,33.0,62.0,1,0.33,0
TXPG7KCENLPG9JH5,2024-02-23 00:41:56,6.84,ecommerce,fuel,PL,IN,1,0,0,0,0,4,C703434,M76214,18,140,0,0,47.0,47.0,3,0.34,0
TXIA1MITOJTBPA9B,2024-03-11 18:47:28,3.43,ecommerce,grocery,PL,NL,1,0,0,0,18,0,C540347,M32323,31,126,0,0,30.0,31.0,0,0.0,1
TX8KR65HRS1I3ALQ,2024-01-09 22:18:25,40.74,pos,grocery,NL,PL,1,0,0,1,22,1,C622276,M39699,80,51,1,0,32.0,56.0,0,0.0,0
TXQA9K0X0CWOTLJY,2024-01-28 04:28:45,17.24,pos,fuel,UK,NL,1,0,0,1,4,6,C888668,M62456,46,15,0,0,21.0,61.0,0,0.0,0
TX7NK1TLA6U10041,2024-03-05 18:22:44,14.61,ecommerce,electronics,PL,PL,0,0,1,0,18,1,C303791,M43622,39,174,1,1,20.0,53.0,0,0.0,0
TXXAIIT6PRK5K6XY,2024-01-06 04:46:38,3.96,pos,fuel,UK,IN,1,0,0,1,4,5,C348356,M96987,28,61,0,0,54.0,64.0,0,0.0,0
TX4MCA04DN39EJRR,2024-01-29 00:14:41,99.39,ecommerce,fuel,NL,NL,0,0,1,0,0,0,C329340,M74344,47,34,0,0,29.0,68.0,1,22.1,0
TXF1E7LEL1Z5HTMC,2024-03-29 09:16:27,44.61,pos,fuel,UK,US,1,0,0,1,9,4,C736012,M46244,72,146,0,0,32.0,58.0,0,0.0,0
TXPLP8TT6F6GYL23,2024-02-14 08:40:58,36.6,pos,travel,NL,US,1,0,0,1,8,2,C282620,M72676,74,3,0,0,22.0,38.0,0,0.0,0
TXPTGIN5K5863GRA,2024-02-23 02:53:20,11.81,ecommerce,travel,FR,US,1,0,0,0,2,4,C165437,M53998,35,62,0,0,28.0,39.0,1,27.56,0
TXVGI7S965OJ62OQ,2024-01-28 23:39:19,49.86,pos,gaming,PL,NG,1,1,0,1,23,6,C505885,M97389,21,120,0,0,42.0,60.0,0,0.0,0
TXJRY2BDTXJP8IZ7,2024-01-06 09:18:07,42.74,ecommerce,gaming,ES,NL,1,0,0,0,9,5,C319962,M21167,25,55,0,0,23.0,47.0,4,39.66,0
TXQQ8BSES597TWU6,2024-03-02 21:28:07,5.81,ecommerce,travel,UK,PL,1,0,0,0,21,5,C582816,M35633,75,162,0,0,26.0,35.0,0,0.0,0
TXN86IJ199UPOF7O,2024-01-16 00:16:18,143.64,pos,fuel,PL,FR,1,0,0,1,0,1,C170725,M85621,22,169,0,0,39.0,61.0,0,0.0,0
TXFZ3FPYB36NPSLR,2024-03-29 00:26:25,7.12,ecommerce,fuel,DE,NL,1,0,0,0,0,4,C449886,M20400,24,163,0,1,19.0,35.0,0,0.0,0
TX3H2065WVK2KUII,2024-02-02 06:49:17,36.08,pos,grocery,FR,IN,1,0,0,1,6,4,C843566,M27330,64,55,0,0,37.0,62.0,0,0.0,0
TXGTR5QR18HPNZH4,2024-01-30 22:23:57,10.58,pos,restaurants,NL,IN,1,0,0,1,22,1,C855878,M20029,40,125,0,0,28.0,59.0,0,0.0,0
TXP2TJ9KW7S3B5ZR,2024-02-22 19:45:40,16.44,ecommerce,fuel,UK,IN,1,0,0,0,19,3,C940662,M42877,80,0,0,0,44.0,42.0,1,6.96,0
TX7PP67FAFG14YX9,2024-02-29 02:36:28,9.71,ecommerce,travel,NL,UK,1,0,0,0,2,3,C468106,M86589,76,171,0,0,28.0,49.0,1,4.8,0
TX9KO4JKOS2X2KZL,2024-01-06 19:13:25,5.19,ecommerce,electronics,FR,IN,1,0,0,0,19,5,C171122,M34650,66,172,0,0,31.0,46.0,0,0.0,0
TXDH1O2WUI5UCCMF,2024-02-24 18:17:16,36.26,pos,fashion,NL,CN,1,1,0,1,18,5,C614238,M62154,55,147,0,0,27.0,56.0,0,0.0,0
TXEZOFER38PQU1FM,2024-02-19 03:30:08,14.41,pos,gaming,UK,CN,1,1,0,1,3,0,C991215,M86532,62,63,0,0,55.0,72.0,0,0.0,0
TXSP8KOHVXIKZRV1,2024-02-27 06:00:09,52.9,pos,fashion,FR,UK,1,0,0,1,6,1,C381813,M98650,34,90,0,0,34.0,51.0,0,0.0,0
TXZX2559Q101LZBL,2024-01-08 01:56:29,33.27,ecommerce,fuel,ES,ES,0,0,1,0,1,0,C881227,M14294,68,147,0,0,31.0,62.0,1,16.31,0
TXUV6M7G47J3CAP4,2024-02-28 23:58:10,5.65,pos,digital_services,DE,DE,0,0,1,1,23,2,C245671,M28374,27,31,0,0,20.0,91.0,0,0.0,0
TXHIEQWBIIUFWCTF,2024-03-03 21:14:27,89.87,pos,digital_services,DE,ES,1,0,0,1,21,6,C275910,M20117,62,22,0,0,42.0,56.0,0,0.0,0
TX04LJRGN1AQ8KPF,2024-01-27 06:43:04,70.75,pos,gaming,PL,ES,1,0,0,1,6,5,C850713,M98805,47,159,0,0,56.0,63.0,1,2.07,0
TX8BQLNP2M4CCUOL,2024-02-26 03:22:19,22.31,mobile,digital_services,ES,PL,1,0,0,0,3,0,C490585,M96472,26,20,0,0,9.0,46.0,1,14.32,0
TXT9LWCWIKCO99PI,2024-01-06 19:29:28,23.91,ecommerce,travel,FR,PL,1,0,0,0,19,5,C521833,M66962,64,80,1,0,46.0,34.0,0,0.0,0
TXLOPRR91IO60SYR,2024-02-08 16:35:20,33.48,ecommerce,fuel,DE,NL,1,0,0,0,16,3,C593527,M49522,58,35,0,0,48.0,54.0,1,13.36,0
TXEPSRK5SCR61FZ2,2024-01-07 06:05:40,19.13,pos,restaurants,NL,CN,1,1,0,1,6,6,C974364,M70418,45,165,0,0,62.0,79.0,0,0.0,0
TXSU4H2P633BLQ0K,2024-03-16 12:48:50,13.7,ecommerce,gaming,UK,ES,1,0,0,0,12,5,C724185,M10823,80,150,0,0,10.0,52.0,0,0.0,0
TXI488PO8UUOTHUE,2024-01-24 01:00:14,9.84,pos,electronics,PL,NG,1,1,0,1,1,2,C426496,M73119,37,29,0,0,76.0,55.0,0,0.0,0
TXT5VZ8IZ7LRGPM8,2024-03-09 03:16:19,5.4,pos,travel,DE,PL,1,0,0,1,3,5,C436711,M77061,68,109,0,0,35.0,63.0,0,0.0,0
TX3BXV0U35ZR6LN5,2024-02-14 05:28:33,15.93,ecommerce,restaurants,PL,NG,1,1,0,0,5,2,C653669,M30048,63,127,0,0,41.0,42.0,0,0.0,0
TXH14TYM958K08HC,2024-02-27 11:20:18,2.71,pos,gaming,NL,FR,1,0,0,1,11,1,C123031,M69840,72,95,0,0,12.0,71.0,0,0.0,0
TX2NOX0OZJLB3SS1,2024-02-15 11:55:32,104.56,pos,fuel,UK,DE,1,0,0,1,11,3,C761907,M73202,48,127,0,0,28.0,56.0,1,2.52,0
TX052CG9T8ER2JZU,2024-01-20 01:19:41,60.31,mobile,digital_services,PL,NG,1,1,0,0,1,5,C747515,M95739,76,169,0,0,44.0,36.0,1,10.36,0
TXLG72AZN4OWYJAL,2024-03-05 13:47:50,34.27,ecommerce,fashion,UK,NG,1,1,0,0,13,1,C863858,M21058,71,60,0,0,44.0,34.0,0,0.0,0
TX4DN61AQJKR2U91,2024-02-20 02:34:42,64.4,pos,gaming,DE,DE,0,0,1,1,2,1,C205532,M20733,28,135,0,0,35.0,75.0,1,9.83,0
TXQSTJJMSFJ9BYQ6,2024-01-08 09:03:34,67.32,pos,travel,DE,DE,0,0,1,1,9,0,C839755,M35354,67,84,0,0,12.0,62.0,0,0.0,0
TXBY8QT5E7MH0YVS,2024-03-17 06:40:53,12.14,mobile,digital_services,PL,NG,1,1,0,0,6,6,C307091,M67422,68,45,0,0,46.0,38.0,0,0.0,0
TX2347TGTBSPLF8K,2024-02-18 23:19:26,23.18,ecommerce,grocery,FR,DE,1,0,0,0,23,6,C676615,M54483,45,126,0,0,17.0,43.0,7,117.84,0
TXRTZPDKAYA4RZWS,2024-01-18 00:55:05,12.24,pos,digital_services,ES,NG,1,1,0,1,0,3,C193148,M40357,41,161,0,0,56.0,44.0,1,55.32,0
TXU36NTQ4SFN6HCS,2024-01-01 08:19:12,29.52,pos,digital_services,NL,NG,1,1,0,1,8,0,C288151,M28017,73,56,0,0,45.0,53.0,0,0.0,0
TXCZQ1MW6UIS7NCK,2024-02-13 04:34:41,39.9,pos,electronics,PL,ES,1,0,0,1,4,1,C832817,M21735,54,93,0,0,40.0,62.0,0,0.0,0
TXYMT3OWFLHSRYOU,2024-02-01 02:03:07,66.41,ecommerce,travel,DE,PL,1,0,0,0,2,3,C880616,M42371,36,77,0,0,25.0,46.0,0,0.0,0
TXIOBK1Y5XQUYFVH,2024-01-24 17:45:41,76.04,pos,digital_services,FR,IN,1,0,0,1,17,2,C184664,M27285,77,147,0,0,28.0,51.0,1,11.52,0
TX7P17R8DGDHHSBF,2024-02-23 11:41:52,28.28,ecommerce,grocery,ES,US,1,0,0,0,11,4,C980769,M30061,66,132,0,0,9.0,48.0,0,0.0,0
TXDAX8X7PU2E0WT8,2024-01-07 19:34:49,169.85,ecommerce,fashion,UK,CN,1,1,0,0,19,6,C520841,M37861,49,179,0,0,63.0,31.0,0,0.0,0
TX2BEOVZVT05C0IU,2024-01-02 04:53:18,82.25,pos,fashion,ES,FR,1,0,0,1,4,1,C942126,M89308,39,100,0,0,44.0,61.0,0,0.0,0
TXMBONU7JG96VLAN,2024-03-12 14:45:51,65.9,pos,gaming,NL,IN,1,0,0,1,14,1,C601959,M64560,60,1,0,0,23.0,61.0,0,0.0,0
TXM58MZFKB3JZO9Y,2024-01-15 20:45:35,71.37,pos,fashion,DE,FR,1,0,0,1,20,0,C563992,M38934,81,41,0,0,54.0,41.0,0,0.0,0
TXVYC588WSJ3L3JH,2024-02-14 23:30:38,17.19,ecommerce,travel,FR,UK,1,0,0,0,23,2,C135332,M95106,65,2,0,0,42.0,47.0,0,0.0,0
TX0XLKCA01AWROAA,2024-01-27 12:11:27,24.41,pos,grocery,PL,NL,1,0,0,1,12,5,C196277,M94792,41,38,0,0,29.0,56.0,0,0.0,0
TXC6VOZMWL752WCH,2024-02-23 03:36:54,12.71,mobile,travel,DE,CN,1,1,0,0,3,4,C322322,M16307,81,142,0,0,41.0,70.0,0,0.0,1
TXIZMSJUPPDMXPWF,2024-01-09 08:51:07,30.8,pos,digital_services,NL,IN,1,0,0,1,8,1,C305865,M26013,20,50,0,0,24.0,54.0,0,0.0,0
TXTMUFYRJMVGC5VF,2024-02-07 11:43:59,42.83,ecommerce,electronics,DE,ES,1,0,0,0,11,2,C106105,M20219,28,167,0,0,19.0,49.0,1,11.03,0
TXTIA5A6GUEX25TH,2024-01-28 07:35:43,10.12,pos,restaurants,DE,UK,1,0,0,1,7,6,C308057,M89133,50,3,0,1,34.0,46.0,0,0.0,0
